"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","142","Verificar listagem de carrinhos retornando lista não nula","","Thu Apr 23 19:54:39 UTC 2026","passed","Thu Apr 23 19:54:39 UTC 2026","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarGetCarrinhosComSucesso"
"","136","Validar cadastro de usuário com sucesso retornando mensagem e id","","Thu Apr 23 19:54:41 UTC 2026","passed","Thu Apr 23 19:54:41 UTC 2026","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarPostUsuariosComSucesso"
"","555","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","Thu Apr 23 19:54:31 UTC 2026","passed","Thu Apr 23 19:54:32 UTC 2026","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","267","Validar exclusão de usuário com sucesso retornando mensagem de confirmação","","Thu Apr 23 19:54:42 UTC 2026","passed","Thu Apr 23 19:54:42 UTC 2026","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarDeleteUsuariosPorIdComSucesso"
"","235","Validar contrato da resposta de consulta de usuário por id","","Thu Apr 23 19:54:41 UTC 2026","passed","Thu Apr 23 19:54:41 UTC 2026","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarSchemaGetUsuariosPorId"
"","665","Validar contrato da resposta de cadastro de carrinho","","Thu Apr 23 19:54:40 UTC 2026","passed","Thu Apr 23 19:54:40 UTC 2026","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarSchemaPostCarrinhos"
"","187","Verificar listagem de produtos retornando lista não nula","","Thu Apr 23 19:54:32 UTC 2026","passed","Thu Apr 23 19:54:32 UTC 2026","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarGetProdutosComSucesso"
"","255","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","Thu Apr 23 19:54:42 UTC 2026","passed","Thu Apr 23 19:54:42 UTC 2026","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","264","Verificar consulta de usuário por id retornando o mesmo id solicitado","","Thu Apr 23 19:54:40 UTC 2026","passed","Thu Apr 23 19:54:41 UTC 2026","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","585","Validar alteração de produto com sucesso retornando mensagem de confirmação","","Thu Apr 23 19:54:33 UTC 2026","passed","Thu Apr 23 19:54:34 UTC 2026","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarPutProdutosPorIdComSucesso"
"","137","Validar contrato da resposta de login com sucesso","","Thu Apr 23 19:54:40 UTC 2026","passed","Thu Apr 23 19:54:40 UTC 2026","","Login - POST /login","services.login.tests.PostLoginTest","validarSchemaPostLogin"
"","880","Validar contrato da resposta de cancelamento de compra","","Thu Apr 23 19:54:35 UTC 2026","passed","Thu Apr 23 19:54:36 UTC 2026","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarSchemaDeleteCarrinhosCancelarCompra"
"","779","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","Thu Apr 23 19:54:37 UTC 2026","passed","Thu Apr 23 19:54:38 UTC 2026","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","2846","Verificar consulta de produto por id retornando o mesmo id solicitado","","Thu Apr 23 19:54:27 UTC 2026","passed","Thu Apr 23 19:54:30 UTC 2026","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
"","268","Validar contrato da resposta de cadastro de produto","","Thu Apr 23 19:54:32 UTC 2026","passed","Thu Apr 23 19:54:33 UTC 2026","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarSchemaPostProdutos"
"","304","Validar cadastro de produto com sucesso retornando mensagem e id","","Thu Apr 23 19:54:32 UTC 2026","passed","Thu Apr 23 19:54:32 UTC 2026","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","249","Validar contrato da resposta de alteração de usuário","","Thu Apr 23 19:54:42 UTC 2026","passed","Thu Apr 23 19:54:42 UTC 2026","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarSchemaPutUsuariosPorId"
"","129","Validar contrato da resposta de listagem de carrinhos","","Thu Apr 23 19:54:39 UTC 2026","passed","Thu Apr 23 19:54:39 UTC 2026","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarSchemaGetCarrinhos"
"","173","Verificar listagem de usuários retornando lista não nula","","Thu Apr 23 19:54:41 UTC 2026","passed","Thu Apr 23 19:54:42 UTC 2026","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarGetUsuariosComSucesso"
"","151","Validar contrato da resposta de listagem de produtos","","Thu Apr 23 19:54:32 UTC 2026","passed","Thu Apr 23 19:54:32 UTC 2026","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","150","Validar contrato da resposta de cadastro de usuário","","Thu Apr 23 19:54:41 UTC 2026","passed","Thu Apr 23 19:54:41 UTC 2026","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarSchemaPostUsuarios"
