"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","156","Validar contrato da resposta de cadastro de usuário","","Sat Apr 25 17:12:17 UTC 2026","passed","Sat Apr 25 17:12:17 UTC 2026","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarSchemaPostUsuarios"
"","776","Validar cancelamento de compra com sucesso retornando mensagem de confirmação","","Sat Apr 25 17:12:12 UTC 2026","passed","Sat Apr 25 17:12:13 UTC 2026","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarDeleteCarrinhosCancelarCompraComSucesso"
"","244","Validar exclusão de usuário com sucesso retornando mensagem de confirmação","","Sat Apr 25 17:12:18 UTC 2026","passed","Sat Apr 25 17:12:18 UTC 2026","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarDeleteUsuariosPorIdComSucesso"
"","739","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","Sat Apr 25 17:12:13 UTC 2026","passed","Sat Apr 25 17:12:13 UTC 2026","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","234","Validar contrato da resposta de consulta de usuário por id","","Sat Apr 25 17:12:16 UTC 2026","passed","Sat Apr 25 17:12:17 UTC 2026","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarSchemaGetUsuariosPorId"
"","273","Verificar consulta de usuário por id retornando o mesmo id solicitado","","Sat Apr 25 17:12:16 UTC 2026","passed","Sat Apr 25 17:12:16 UTC 2026","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","568","Validar alteração de produto com sucesso retornando mensagem de confirmação","","Sat Apr 25 17:12:09 UTC 2026","passed","Sat Apr 25 17:12:09 UTC 2026","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarPutProdutosPorIdComSucesso"
"","570","Validar contrato da resposta de alteração de produto","","Sat Apr 25 17:12:08 UTC 2026","passed","Sat Apr 25 17:12:09 UTC 2026","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
"","158","Verificar listagem de usuários retornando lista não nula","","Sat Apr 25 17:12:17 UTC 2026","passed","Sat Apr 25 17:12:17 UTC 2026","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarGetUsuariosComSucesso"
"","662","Validar contrato da resposta de cadastro de carrinho","","Sat Apr 25 17:12:15 UTC 2026","passed","Sat Apr 25 17:12:16 UTC 2026","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarSchemaPostCarrinhos"
