"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","288","Validar exclusão de usuário com sucesso retornando mensagem de confirmação","","2026-07-25","passed","2026-07-25","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarDeleteUsuariosPorIdComSucesso"
"","189","Validar contrato da resposta de cadastro de usuário","","2026-07-25","passed","2026-07-25","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarSchemaPostUsuarios"
"","168","Validar contrato da resposta de cadastro de produto","","2026-07-25","broken","2026-07-25","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarSchemaPostProdutos"
"","158","Validar contrato da resposta de cancelamento de compra","","2026-07-25","broken","2026-07-25","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarSchemaDeleteCarrinhosCancelarCompra"
"","263","Verificar consulta de usuário por id retornando o mesmo id solicitado","","2026-07-25","passed","2026-07-25","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","270","Validar contrato da resposta de alteração de usuário","","2026-07-25","passed","2026-07-25","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarSchemaPutUsuariosPorId"
"","142","Validar cancelamento de compra com sucesso retornando mensagem de confirmação","","2026-07-25","broken","2026-07-25","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarDeleteCarrinhosCancelarCompraComSucesso"
"","181","Verificar listagem de carrinhos retornando lista não nula","","2026-07-25","passed","2026-07-25","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarGetCarrinhosComSucesso"
"","163","Validar contrato da resposta de conclusão de compra","","2026-07-25","broken","2026-07-25","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarSchemaDeleteCarrinhosConcluirCompra"
"","161","Validar cadastro de carrinho com sucesso retornando mensagem e id","","2026-07-25","broken","2026-07-25","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarPostCarrinhosComSucesso"
"","7699","Validar contrato da resposta de login com sucesso","","2026-07-25","broken","2026-07-25","","Login - POST /login","services.login.tests.PostLoginTest","validarSchemaPostLogin"
"","181","Validar contrato da resposta de alteração de produto","","2026-07-25","broken","2026-07-25","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
