"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","522","Verificar consulta de usuário por id retornando o mesmo id solicitado","","2026-06-18","passed","2026-06-18","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","523","Validar alteração de produto com sucesso retornando mensagem de confirmação","","2026-06-18","passed","2026-06-18","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarPutProdutosPorIdComSucesso"
"","293","Validar exclusão de usuário com sucesso retornando mensagem de confirmação","","2026-06-18","passed","2026-06-18","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarDeleteUsuariosPorIdComSucesso"
"","566","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","2026-06-18","passed","2026-06-18","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","686","Validar cadastro de carrinho com sucesso retornando mensagem e id","","2026-06-18","passed","2026-06-18","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarPostCarrinhosComSucesso"
"","771","Validar contrato da resposta de consulta de carrinho por id","","2026-06-18","passed","2026-06-18","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarSchemaGetCarrinhosPorId"
"","808","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","2026-06-18","passed","2026-06-18","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","557","Validar contrato da resposta de exclusão de produto","","2026-06-18","passed","2026-06-18","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarSchemaDeleteProdutosPorId"
"","552","Validar contrato da resposta de alteração de produto","","2026-06-18","passed","2026-06-18","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
"","769","Validar contrato da resposta de cancelamento de compra","","2026-06-18","passed","2026-06-18","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarSchemaDeleteCarrinhosCancelarCompra"
"","275","Validar contrato da resposta de alteração de usuário","","2026-06-18","passed","2026-06-18","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarSchemaPutUsuariosPorId"
"","650","Validar contrato da resposta de cadastro de carrinho","","2026-06-18","passed","2026-06-18","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarSchemaPostCarrinhos"
